CaseOrder,StateId,State,CountyId,County,Population,AreaId,Area,TimeZoneId,TimeZone,Children,Age,GenerationId,Generation,Income,MaritalId,Marital,GenderId,Gender,Churn,Outage_sec_perweek,Outage_sec_perweek2,Email,Contacts,Yearly_equip_failure,Techie,Techie2,ContractId,Contract,Port_modem,Port_modem2,Tablet,Tablet2,Tablet3,InternetService,InternetService2,Phone,Phone2,Multiple,Multiple2,OnlineSecurity,OnlineSecurity2,OnlineBackup,OnlineBackup2,DeviceProtection,DeviceProtection2,TechSupport,TechSupport2,StreamingTV,StreamingTV2,StreamingMovies,StreamingMovies2,PaperlessBilling,PaperlessBilling2,PaymentMethodId,PaymentMethod,Tenure,Tenure2,MonthlyCharge,MonthlyCharge2,Bandwidth_GB_Year,Bandwidth_GB_Year2,Item1,Item2,Item3,Item4,Item5,Item6,Item7,Item8
7335,19,FL,1470,St. Johns,34642,3,Rural,90,America/New_York,2,23,3,GerZ,50865.2,1,Married,0,Female,No,12.5,12.50796,11,1,1,0,No,0,Month-to-month,0,No,0,No,,#N/A,DSL,1,Yes,0,No,0,No,0,No,0,No,1,Yes,0,No,0,No,0,No,11,Mailed Check,70.3,70.32404,104.96,104.9643,6325.7,6325.692413,3,5,4,4,3,4,4,4
7336,19,FL,767,Hillsborough,5402,1,Urban,90,America/New_York,1,60,1,Boomers,82148.12,1,Married,1,Male,Yes,6.3,6.273619,9,0,0,0,No,2,Two Year,0,No,0,No,,#N/A,DSL,1,Yes,1,Yes,0,No,1,Yes,0,No,0,No,1,Yes,1,Yes,1,Yes,1,Credit Card (automatic),45.1,45.09367,242.61,242.6106,4772.2,4772.225208,4,3,3,4,2,4,3,4
7337,33,MN,1098,Murray,780,2,Suburban,76,America/Chicago,1,61,1,Boomers,38613.68,3,Separated,1,Male,No,11.1,11.08536,15,1,0,0,No,0,Month-to-month,0,No,0,No,,Fiber Optic,Fiber Optic,1,Yes,1,Yes,0,No,0,No,1,Yes,1,Yes,1,Yes,0,No,1,Yes,10,Electronic Check,58.8,58.77685,194.98,194.9768,5210.6,5210.637512,3,3,1,3,3,2,2,3
7338,36,MT,1437,Silver Bow,50,3,Rural,77,America/Denver,0,52,2,GerX,142974,1,Married,0,Female,No,5.2,5.192264,7,1,0,0,No,0,Month-to-month,0,No,0,No,,#N/A,DSL,1,Yes,0,No,1,Yes,0,No,1,Yes,0,No,0,No,1,Yes,1,Yes,11,Mailed Check,56.8,56.81197,142.48,142.4827,5377.6,5377.598586,3,1,3,2,4,3,2,3
7339,14,CA,1043,Merced,14019,2,Suburban,88,America/Los_Angeles,0,63,1,Boomers,62262.35,3,Separated,0,Female,No,15.9,15.93197,10,3,0,0,No,0,Month-to-month,0,No,0,No,,Fiber Optic,Fiber Optic,1,Yes,1,Yes,0,No,0,No,1,Yes,0,No,0,No,0,No,1,Yes,1,Credit Card (automatic),44.4,44.39952,157.48,157.4836,3748.1,3748.057497,5,3,4,4,3,3,4,4
7340,22,IA,823,Jackson,380,2,Suburban,76,America/Chicago,8,68,1,Boomers,41111.2,0,Divorced,1,Male,No,1.6,1.636634,12,0,0,0,No,0,Month-to-month,0,No,0,No,,#N/A,DSL,1,Yes,1,Yes,0,No,1,Yes,0,No,1,Yes,0,No,0,No,1,Yes,11,Mailed Check,48.1,48.10173,159.97,159.9656,4790.2,4790.240813,5,5,4,3,4,5,4,5
7341,36,MT,636,Gallatin,284,1,Urban,77,America/Denver,1,44,2,GerX,15907.11,0,Divorced,1,Male,No,13.6,13.58049,16,2,1,0,No,2,Two Year,1,Yes,0,No,,Fiber Optic,Fiber Optic,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,0,No,0,No,1,Yes,10,Electronic Check,68.3,68.29561,195.01,195.0062,6054.9,6054.932884,2,3,2,5,3,4,4,3
7342,59,WI,1191,Outagamie,1347,2,Suburban,76,America/Chicago,1,25,3,GerZ,36116.64,3,Separated,1,Male,No,5.5,5.542608,9,2,0,0,No,2,Two Year,0,No,0,No,,Fiber Optic,Fiber Optic,0,No,0,No,1,Yes,1,Yes,0,No,0,No,0,No,1,Yes,0,No,11,Mailed Check,63.6,63.64732,172.46,172.4555,5734.6,5734.616741,3,3,3,3,3,3,2,5
7343,43,NV,402,Clark,48382,2,Suburban,88,America/Los_Angeles,3,50,2,GerX,12691.05,4,Widowed,0,Female,No,10.5,10.49766,11,0,0,0,No,2,Two Year,1,Yes,0,No,,#N/A,DSL,1,Yes,0,No,0,No,0,No,0,No,1,Yes,1,Yes,1,Yes,1,Yes,10,Electronic Check,66.6,66.60033,200.12,200.1185,6420.1,6420.118468,4,4,4,3,3,4,3,5
7344,24,IL,575,Effingham,1678,3,Rural,76,America/Chicago,1,55,2,GerX,35731.92,2,Never Married,0,Female,No,1.9,1.923689,12,1,1,0,No,2,Two Year,1,Yes,1,Yes,,None,None,1,Yes,1,Yes,0,No,0,No,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Credit Card (automatic),60.1,60.11026,220.15,220.1478,5468.8,5468.830044,4,4,4,5,3,4,4,4
7345,38,ND,193,Barnes,348,2,Suburban,76,America/Chicago,1,38,4,Millennials,41361.07,3,Separated,1,Male,No,14.4,14.38651,13,0,1,0,No,2,Two Year,1,Yes,0,No,,Fiber Optic,Fiber Optic,1,Yes,0,No,0,No,0,No,1,Yes,0,No,1,Yes,0,No,1,Yes,1,Credit Card (automatic),43.9,43.8884,149.96,149.9621,3989.8,3989.844733,3,4,3,3,3,3,3,3
7346,48,PA,1655,Westmoreland,2692,3,Rural,90,America/New_York,4,49,2,GerX,40059.29,2,Never Married,1,Male,No,8.2,8.189489,12,0,0,0,No,0,Month-to-month,1,Yes,1,Yes,,Fiber Optic,Fiber Optic,1,Yes,0,No,1,Yes,0,No,1,Yes,1,Yes,0,No,1,Yes,0,No,0,Bank Transfer(automatic),66.5,66.49135,174.99,174.9919,5976.8,5976.795747,3,2,1,4,5,4,3,3
7347,11,AL,624,Franklin,1215,2,Suburban,76,America/Chicago,6,81,5,Post War,62613.43,1,Married,1,Male,No,11.4,11.44144,13,1,1,0,No,2,Two Year,1,Yes,0,No,,Fiber Optic,Fiber Optic,1,Yes,0,No,0,No,1,Yes,0,No,0,No,0,No,0,No,1,Yes,10,Electronic Check,64,64.00973,134.95,134.9509,5499.7,5499.748153,4,4,3,4,4,4,2,3
7348,56,VA,1341,Rockbridge,2282,2,Suburban,90,America/New_York,4,64,1,Boomers,15678.41,0,Divorced,0,Female,No,9.3,9.26731,11,0,3,1,Yes,1,One year,0,No,1,Yes,,None,None,0,No,1,Yes,0,No,1,Yes,0,No,0,No,1,Yes,1,Yes,1,Yes,10,Electronic Check,63.9,63.88775,230.13,230.1344,5930.9,5930.862567,4,3,4,3,4,3,4,3
7349,46,OK,1132,Noble,752,3,Rural,76,America/Chicago,1,51,2,GerX,49188.96,0,Divorced,1,Male,No,15.3,15.30265,13,0,0,0,No,0,Month-to-month,0,No,0,No,,Fiber Optic,Fiber Optic,1,Yes,0,No,0,No,1,Yes,0,No,0,No,1,Yes,0,No,1,Yes,11,Mailed Check,56.6,56.56864,159.93,159.9349,4995.1,4995.058092,5,4,3,4,3,4,6,5
7350,59,WI,1682,Winnebago,415,1,Urban,76,America/Chicago,0,71,1,Boomers,11091.71,0,Divorced,1,Male,No,9.8,9.779993,10,2,0,0,No,0,Month-to-month,0,No,0,No,,None,None,1,Yes,0,No,0,No,1,Yes,1,Yes,0,No,1,Yes,1,Yes,1,Yes,10,Electronic Check,44.9,44.92225,210.15,210.1518,4291,4291.029972,4,4,3,2,3,3,3,5
7351,47,OR,230,Benton,42614,3,Rural,88,America/Los_Angeles,4,49,2,GerX,13218.2,3,Separated,1,Male,No,7.3,7.295501,15,1,3,0,No,2,Two Year,1,Yes,1,Yes,,#N/A,DSL,0,No,0,No,0,No,1,Yes,0,No,0,No,1,Yes,0,No,0,No,10,Electronic Check,59.8,59.82583,139.93,139.9349,5774.4,5774.350984,2,2,3,3,4,3,2,3
7352,48,PA,1053,Mifflin,194,2,Suburban,90,America/New_York,4,62,1,Boomers,16076.21,4,Widowed,0,Female,No,11.2,11.22957,5,1,0,1,Yes,2,Two Year,0,No,0,No,,#N/A,DSL,1,Yes,1,Yes,0,No,0,No,0,No,0,No,0,No,1,Yes,0,No,11,Mailed Check,63.8,63.84542,159.95,159.9476,5955.9,5955.858742,3,3,3,1,5,2,1,3
7353,46,OK,1489,Stephens,10034,3,Rural,76,America/Chicago,3,68,1,Boomers,16657.89,0,Divorced,0,Female,No,10.4,10.36617,13,0,0,1,Yes,1,One year,1,Yes,0,No,,Fiber Optic,Fiber Optic,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,0,No,0,No,1,Yes,1,Credit Card (automatic),66.9,66.86351,162.5,162.5007,5766.2,5766.235014,4,4,3,4,2,4,2,2
7354,59,WI,326,Calumet,258,1,Urban,76,America/Chicago,2,76,1,Boomers,17355.79,2,Never Married,2,Nonbinary,No,9.7,9.738467,6,0,0,0,No,1,One year,0,No,0,No,,#N/A,DSL,1,Yes,0,No,0,No,1,Yes,0,No,0,No,0,No,0,No,0,No,11,Mailed Check,58.5,58.50292,114.95,114.9509,5269.2,5269.166004,4,4,4,4,3,3,4,3
7355,54,TX,240,Bexar,39523,1,Urban,76,America/Chicago,0,29,4,Millennials,26280.72,4,Widowed,1,Male,Yes,8.6,8.566455,14,2,0,0,No,0,Month-to-month,0,No,0,No,,None,None,1,Yes,1,Yes,0,No,0,No,1,Yes,1,Yes,1,Yes,1,Yes,0,No,11,Mailed Check,45.9,45.91201,232.67,232.6707,4492.1,4492.115868,3,4,4,2,3,5,2,6
7356,44,NY,1122,New York,28709,2,Suburban,90,America/New_York,2,38,4,Millennials,77580.3,1,Married,1,Male,No,14.1,14.12839,6,3,0,0,No,0,Month-to-month,0,No,0,No,,#N/A,DSL,1,Yes,1,Yes,1,Yes,1,Yes,0,No,0,No,1,Yes,0,No,1,Yes,10,Electronic Check,66.4,66.43229,174.96,174.9581,6437.3,6437.319274,2,2,3,4,3,3,3,5
7357,29,MA,1694,Worcester,711,3,Rural,90,America/New_York,10,69,1,Boomers,29758.35,1,Married,0,Female,No,16,15.98941,14,0,0,1,Yes,0,Month-to-month,0,No,0,No,,None,None,1,Yes,0,No,0,No,1,Yes,0,No,1,Yes,0,No,0,No,0,No,10,Electronic Check,69.5,69.50693,114.98,114.9838,6034.7,6034.69613,4,4,3,2,4,6,5,5
7358,56,VA,1513,Sussex,3708,1,Urban,90,America/New_York,0,83,5,Post War,33203.62,2,Never Married,2,Nonbinary,No,12.5,12.49614,10,1,1,0,No,0,Month-to-month,0,No,0,No,,Fiber Optic,Fiber Optic,1,Yes,0,No,1,Yes,1,Yes,0,No,1,Yes,0,No,1,Yes,0,No,10,Electronic Check,49.5,49.53164,184.96,184.9647,4275.3,4275.271246,4,3,3,4,2,5,2,4
7359,54,TX,266,Bowie,103,1,Urban,76,America/Chicago,2,26,4,Millennials,87230.5,3,Separated,1,Male,No,14,13.98565,14,1,1,0,No,0,Month-to-month,1,Yes,0,No,,Fiber Optic,Fiber Optic,1,Yes,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,Bank Transfer(automatic),37.3,37.33507,112.46,112.4551,3277.3,3277.279641,3,3,4,4,3,3,4,2
7360,45,OH,988,Mahoning,4799,3,Rural,90,America/New_York,6,47,2,GerX,24395.72,1,Married,1,Male,No,10.1,10.11921,10,1,0,0,No,0,Month-to-month,0,No,1,Yes,,#N/A,DSL,1,Yes,0,No,0,No,0,No,1,Yes,0,No,0,No,0,No,1,Yes,11,Mailed Check,68.1,68.08474,104.98,104.9781,6349.8,6349.768903,3,3,2,2,1,4,4,4
7361,32,MI,1647,Wayne,48099,2,Suburban,78,America/Detroit,3,18,3,GerZ,28961.72,3,Separated,1,Male,No,7.1,7.142391,6,1,1,0,No,1,One year,1,Yes,0,No,,None,None,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,0,No,0,No,0,No,0,No,11,Mailed Check,42.6,42.64646,150.02,150.0208,4095.8,4095.787596,4,3,3,4,4,3,2,3
7362,48,PA,1449,Snyder,1276,1,Urban,90,America/New_York,3,65,1,Boomers,82191.44,3,Separated,1,Male,No,7.1,7.081175,16,1,0,0,No,0,Month-to-month,1,Yes,0,No,,None,None,1,Yes,0,No,1,Yes,0,No,0,No,0,No,0,No,1,Yes,1,Yes,0,Bank Transfer(automatic),63.4,63.42517,117.48,117.4835,5552.8,5552.848067,5,5,5,3,3,3,5,4
7363,35,MS,230,Benton,2128,2,Suburban,76,America/Chicago,2,43,2,GerX,86114.5,0,Divorced,0,Female,No,12.6,12.58727,14,1,0,0,No,0,Month-to-month,0,No,1,Yes,,None,None,1,Yes,1,Yes,1,Yes,1,Yes,0,No,0,No,1,Yes,1,Yes,1,Yes,1,Credit Card (automatic),68.8,68.80222,232.65,232.652,6416,6416.029238,3,5,4,4,3,5,5,4
7364,44,NY,358,Cayuga,264,3,Rural,90,America/New_York,8,22,3,GerZ,10000.49,4,Widowed,0,Female,No,13.1,13.05148,11,2,0,0,No,0,Month-to-month,0,No,1,Yes,,None,None,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,0,No,1,Yes,0,No,1,Yes,11,Mailed Check,60,59.9755,175,175.0048,5770,5770.027634,4,4,3,2,3,4,4,5
7365,24,IL,322,Calhoun,429,2,Suburban,76,America/Chicago,1,45,2,GerX,66987.12,1,Married,0,Female,No,9,8.969212,6,0,1,0,No,0,Month-to-month,0,No,0,No,,#N/A,DSL,1,Yes,1,Yes,0,No,1,Yes,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Credit Card (automatic),64.3,64.29675,255.13,255.1336,6433,6432.95498,3,3,3,4,3,3,3,4
7366,14,CA,963,Los Angeles,39088,1,Urban,88,America/Los_Angeles,2,54,2,GerX,92667.03,1,Married,0,Female,No,16.7,16.70921,8,1,1,0,No,2,Two Year,0,No,0,No,,#N/A,DSL,1,Yes,0,No,0,No,0,No,0,No,1,Yes,1,Yes,1,Yes,1,Yes,11,Mailed Check,44,44.04708,200.12,200.1185,4528.3,4528.254142,4,3,4,3,3,5,5,3
7367,28,LA,400,Claiborne,194,1,Urban,76,America/Chicago,0,66,1,Boomers,21304.2,3,Separated,0,Female,No,5.4,5.412992,19,1,0,0,No,2,Two Year,1,Yes,0,No,,Fiber Optic,Fiber Optic,1,Yes,0,No,0,No,1,Yes,1,Yes,0,No,0,No,0,No,1,Yes,0,Bank Transfer(automatic),44.6,44.60874,147.47,147.4738,3777.4,3777.403759,4,4,4,3,4,4,5,3
7368,19,FL,759,Hernando,8778,2,Suburban,90,America/New_York,0,53,2,GerX,15849.62,2,Never Married,0,Female,No,9.8,9.757767,12,0,0,0,No,0,Month-to-month,0,No,0,No,,#N/A,DSL,1,Yes,1,Yes,0,No,1,Yes,1,Yes,0,No,0,No,0,No,1,Yes,10,Electronic Check,58.8,58.80144,159.98,159.9794,5468.4,5468.390333,4,3,4,4,3,5,4,4
7369,14,CA,963,Los Angeles,30804,1,Urban,88,America/Los_Angeles,7,24,3,GerZ,34593.77,0,Divorced,1,Male,No,10.1,10.10075,11,0,0,0,No,2,Two Year,0,No,0,No,,None,None,1,Yes,0,No,0,No,0,No,0,No,1,Yes,0,No,1,Yes,1,Yes,11,Mailed Check,40.9,40.91782,127.48,127.475,3895.3,3895.327082,5,5,5,3,3,5,5,5
7370,29,MA,1137,Norfolk,10728,1,Urban,90,America/New_York,0,29,4,Millennials,33140.57,1,Married,0,Female,No,7.6,7.638651,8,2,0,0,No,1,One year,0,No,0,No,,Fiber Optic,Fiber Optic,1,Yes,0,No,0,No,1,Yes,1,Yes,0,No,0,No,1,Yes,1,Yes,11,Mailed Check,67.9,67.87033,182.46,182.4608,5964.4,5964.398265,3,2,3,4,4,1,3,3
7371,14,CA,1374,San Bernardino,4709,3,Rural,88,America/Los_Angeles,3,44,2,GerX,46926.44,0,Divorced,0,Female,No,6.5,6.470752,11,1,0,0,No,2,Two Year,1,Yes,1,Yes,,None,None,1,Yes,1,Yes,0,No,0,No,0,No,1,Yes,0,No,1,Yes,1,Yes,10,Electronic Check,62.8,62.76856,159.98,159.9805,5486.7,5486.682465,4,4,6,3,3,4,6,4
7372,11,AL,827,Jefferson,259,1,Urban,76,America/Chicago,0,57,2,GerX,4547.32,4,Widowed,1,Male,No,9.8,9.775597,18,1,0,0,No,2,Two Year,1,Yes,0,No,,Fiber Optic,Fiber Optic,1,Yes,1,Yes,1,Yes,0,No,1,Yes,1,Yes,0,No,1,Yes,1,Yes,1,Credit Card (automatic),61.5,61.45515,207.5,207.4974,5486.7,5486.72348,2,2,3,4,4,3,5,2
7373,44,NY,1638,Washington,323,1,Urban,90,America/New_York,0,42,2,GerX,8651.06,3,Separated,0,Female,No,4.1,4.132345,12,2,1,0,No,1,One year,0,No,0,No,,#N/A,DSL,0,No,0,No,1,Yes,0,No,0,No,1,Yes,0,No,0,No,1,Yes,10,Electronic Check,64.2,64.22853,107.48,107.482,5777.6,5777.579326,4,5,3,2,4,2,2,3
7374,56,VA,655,Giles,137,2,Suburban,90,America/New_York,0,56,2,GerX,93783.49,1,Married,0,Female,No,10.3,10.29519,13,2,0,0,No,1,One year,0,No,0,No,,Fiber Optic,Fiber Optic,1,Yes,0,No,1,Yes,1,Yes,0,No,1,Yes,0,No,0,No,1,Yes,11,Mailed Check,48.3,48.25673,149.98,149.9778,4103.5,4103.479649,2,2,1,5,2,3,4,2
7375,34,MO,1474,St. Louis,9572,3,Rural,76,America/Chicago,2,34,4,Millennials,30483.16,1,Married,2,Nonbinary,No,6,5.963307,14,0,0,0,No,2,Two Year,0,No,1,Yes,,Fiber Optic,Fiber Optic,1,Yes,1,Yes,0,No,0,No,0,No,0,No,0,No,1,Yes,1,Yes,10,Electronic Check,45.2,45.15306,179.95,179.9476,4037.2,4037.157006,5,5,4,4,5,4,5,3
7376,29,MA,1051,Middlesex,7762,1,Urban,90,America/New_York,0,47,2,GerX,55327.65,1,Married,0,Female,No,9.5,9.483539,10,0,0,0,No,2,Two Year,0,No,1,Yes,,#N/A,DSL,1,Yes,1,Yes,0,No,1,Yes,0,No,0,No,0,No,0,No,0,No,0,Bank Transfer(automatic),69.1,69.05527,147.46,147.4564,6243.1,6243.093544,3,3,3,3,4,2,2,4
7377,25,IN,692,Greene,170,2,Suburban,79,America/Indiana/Indianapolis,3,86,5,Post War,8792.33,4,Widowed,1,Male,No,9.8,9.838368,6,0,0,1,Yes,0,Month-to-month,1,Yes,0,No,,Fiber Optic,Fiber Optic,1,Yes,0,No,0,No,0,No,0,No,0,No,0,No,1,Yes,1,Yes,10,Electronic Check,47,47.02083,147.44,147.4421,4064.7,4064.656734,3,4,3,4,3,5,4,4
7378,37,NC,1620,Wake,27186,2,Suburban,90,America/New_York,2,39,4,Millennials,112687.7,2,Never Married,0,Female,No,11.1,11.05441,17,2,0,0,No,0,Month-to-month,0,No,1,Yes,,Fiber Optic,Fiber Optic,1,Yes,0,No,0,No,0,No,1,Yes,0,No,0,No,0,No,1,Yes,11,Mailed Check,55.5,55.54544,124.98,124.9781,4729.6,4729.636324,2,3,1,4,4,3,4,2
7379,26,KS,1417,Sedgwick,1508,3,Rural,76,America/Chicago,4,73,1,Boomers,52716.21,0,Divorced,1,Male,No,11.2,11.18538,12,1,1,0,No,2,Two Year,0,No,0,No,,#N/A,DSL,1,Yes,0,No,0,No,1,Yes,1,Yes,1,Yes,0,No,1,Yes,0,No,0,Bank Transfer(automatic),44.3,44.29563,174.97,174.9699,4511.7,4511.720825,3,3,3,5,2,5,4,4
7380,11,AL,605,Fayette,965,3,Rural,76,America/Chicago,3,64,1,Boomers,10093.41,2,Never Married,0,Female,No,14.2,14.15526,6,2,1,0,No,0,Month-to-month,0,No,0,No,,None,None,1,Yes,1,Yes,0,No,1,Yes,0,No,0,No,1,Yes,1,Yes,1,Yes,0,Bank Transfer(automatic),51.8,51.83423,230.13,230.1344,4912.4,4912.438643,4,4,4,3,3,3,2,5
7381,22,IA,730,Hardin,6754,1,Urban,76,America/Chicago,1,43,2,GerX,14074.23,2,Never Married,0,Female,No,10.5,10.47636,12,0,0,0,No,0,Month-to-month,1,Yes,1,Yes,,Fiber Optic,Fiber Optic,1,Yes,0,No,0,No,0,No,1,Yes,0,No,1,Yes,1,Yes,0,No,1,Credit Card (automatic),50.7,50.68244,220.13,220.1323,4744.6,4744.550399,4,4,5,4,3,3,3,4
7382,26,KS,191,Barber,2349,2,Suburban,76,America/Chicago,4,66,1,Boomers,118983,1,Married,1,Male,No,11.8,11.793,13,1,1,0,No,1,One year,0,No,1,Yes,,#N/A,DSL,0,No,1,Yes,0,No,0,No,0,No,0,No,0,No,1,Yes,1,Yes,0,Bank Transfer(automatic),70.2,70.23581,159.95,159.9476,6548.6,6548.644506,4,5,6,3,4,3,3,4
7383,19,FL,767,Hillsborough,16487,2,Suburban,90,America/New_York,2,78,5,Post War,61852.29,3,Separated,0,Female,No,12.7,12.74847,13,2,0,0,No,0,Month-to-month,1,Yes,0,No,,Fiber Optic,Fiber Optic,1,Yes,1,Yes,0,No,0,No,0,No,0,No,1,Yes,0,No,1,Yes,1,Credit Card (automatic),54.3,54.28465,169.94,169.9447,4681.1,4681.080835,3,3,3,3,5,3,5,2
7384,24,IL,449,Cook,61495,3,Rural,76,America/Chicago,1,66,1,Boomers,62184.87,2,Never Married,1,Male,No,11.2,11.21132,12,0,0,0,No,0,Month-to-month,1,Yes,0,No,,Fiber Optic,Fiber Optic,1,Yes,0,No,0,No,1,Yes,0,No,0,No,1,Yes,1,Yes,1,Yes,11,Mailed Check,68,67.96008,230.11,230.1051,6140.7,6140.731914,4,4,3,3,6,3,3,3
7385,40,NH,767,Hillsborough,22388,2,Suburban,90,America/New_York,2,44,2,GerX,18216.49,2,Never Married,0,Female,No,8.5,8.497025,12,3,1,0,No,0,Month-to-month,0,No,1,Yes,,#N/A,DSL,1,Yes,0,No,1,Yes,1,Yes,0,No,1,Yes,0,No,0,No,1,Yes,0,Bank Transfer(automatic),71.1,71.11595,129.98,129.9778,6490.9,6490.921609,4,4,5,4,4,3,2,3
7386,37,NC,735,Harnett,23790,3,Rural,90,America/New_York,0,49,2,GerX,56905.46,3,Separated,1,Male,No,8.4,8.430619,14,1,0,1,Yes,0,Month-to-month,1,Yes,1,Yes,,#N/A,DSL,1,Yes,0,No,0,No,0,No,1,Yes,0,No,1,Yes,0,No,0,No,0,Bank Transfer(automatic),56.1,56.1113,129.96,129.9621,5338,5338.007308,3,4,4,2,4,3,3,5
7387,26,KS,292,Brown,403,2,Suburban,76,America/Chicago,1,34,4,Millennials,110491.4,3,Separated,1,Male,No,14.1,14.08607,12,2,1,0,No,2,Two Year,1,Yes,1,Yes,,#N/A,DSL,1,Yes,0,No,0,No,0,No,0,No,1,Yes,0,No,0,No,0,No,1,Credit Card (automatic),53.9,53.90815,104.96,104.9643,4996,4996.04596,3,3,4,4,4,3,5,5
7388,38,ND,262,Bottineau,535,1,Urban,76,America/Chicago,4,40,4,Millennials,62662.78,2,Never Married,0,Female,No,10.1,10.06822,10,0,0,0,No,0,Month-to-month,0,No,0,No,,Fiber Optic,Fiber Optic,1,Yes,1,Yes,0,No,0,No,1,Yes,1,Yes,0,No,0,No,0,No,1,Credit Card (automatic),59.2,59.15954,169.99,169.9928,5160.3,5160.332033,3,4,2,3,4,2,4,3
7389,44,NY,1170,Oneida,3317,3,Rural,90,America/New_York,0,80,5,Post War,51063.25,3,Separated,1,Male,No,8.5,8.46938,17,0,0,0,No,0,Month-to-month,0,No,0,No,,#N/A,DSL,1,Yes,0,No,0,No,1,Yes,1,Yes,1,Yes,0,No,1,Yes,0,No,10,Electronic Check,61.5,61.52081,174.97,174.9699,5777,5777.025623,3,4,3,2,4,3,3,1
7390,20,GA,1080,Montgomery,3929,2,Suburban,90,America/New_York,1,83,5,Post War,3945.76,2,Never Married,1,Male,No,2.6,2.607278,10,0,0,0,No,0,Month-to-month,0,No,0,No,,#N/A,DSL,1,Yes,1,Yes,1,Yes,0,No,0,No,0,No,1,Yes,1,Yes,1,Yes,1,Credit Card (automatic),66.7,66.72374,222.63,222.6326,6450.4,6450.35056,4,4,4,5,2,3,3,3
7391,37,NC,645,Gaston,464,2,Suburban,90,America/New_York,4,27,4,Millennials,36461.2,2,Never Married,1,Male,No,12.3,12.25094,17,0,1,0,No,0,Month-to-month,1,Yes,1,Yes,,#N/A,DSL,1,Yes,0,No,1,Yes,0,No,1,Yes,1,Yes,1,Yes,0,No,1,Yes,10,Electronic Check,59.8,59.7815,144.99,144.9889,5913.5,5913.530314,3,3,3,3,3,3,4,2
7392,35,MS,415,Coahoma,681,2,Suburban,76,America/Chicago,2,79,5,Post War,21391.25,2,Never Married,0,Female,No,14.1,14.14454,15,1,0,1,Yes,0,Month-to-month,1,Yes,0,No,,Fiber Optic,Fiber Optic,1,Yes,0,No,0,No,1,Yes,1,Yes,0,No,0,No,0,No,1,Yes,11,Mailed Check,50,50.01323,147.47,147.4738,4239.2,4239.183678,4,3,3,4,4,3,5,3
7393,29,MA,1256,Plymouth,2945,3,Rural,90,America/New_York,3,27,4,Millennials,46593.83,3,Separated,0,Female,No,10.5,10.52806,10,1,0,0,No,0,Month-to-month,0,No,1,Yes,,Fiber Optic,Fiber Optic,1,Yes,0,No,1,Yes,0,No,1,Yes,0,No,0,No,0,No,0,No,11,Mailed Check,62,61.95264,127.5,127.4958,5400,5399.959925,4,3,4,4,3,4,4,4
7394,46,OK,1166,Okmulgee,2963,1,Urban,76,America/Chicago,8,66,1,Boomers,34865.54,1,Married,0,Female,No,14.6,14.55144,12,0,0,1,Yes,1,One year,0,No,0,No,,#N/A,DSL,1,Yes,1,Yes,0,No,0,No,1,Yes,0,No,0,No,0,No,1,Yes,1,Credit Card (automatic),63,62.95177,137.48,137.4836,5918.1,5918.124559,4,5,5,3,4,4,5,3
7395,12,AR,1497,Stone,168,2,Suburban,76,America/Chicago,6,77,5,Post War,47631.91,1,Married,1,Male,No,12.8,12.84811,10,1,0,0,No,0,Month-to-month,1,Yes,0,No,,Fiber Optic,Fiber Optic,1,Yes,0,No,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Credit Card (automatic),51.6,51.58437,235.16,235.1591,4987.5,4987.482025,5,5,6,4,3,5,4,5
7396,60,WV,1700,Wyoming,827,3,Rural,90,America/New_York,4,31,4,Millennials,15481.45,1,Married,0,Female,No,7.8,7.750073,15,0,0,0,No,0,Month-to-month,0,No,1,Yes,,#N/A,DSL,1,Yes,1,Yes,0,No,1,Yes,0,No,1,Yes,0,No,1,Yes,0,No,10,Electronic Check,71.3,71.32292,194.95,194.9525,6768.5,6768.49967,5,5,6,3,3,5,5,4
7397,22,IA,1682,Winnebago,408,1,Urban,76,America/Chicago,2,69,1,Boomers,26281.66,4,Widowed,1,Male,No,7,7.043749,19,1,2,0,No,0,Month-to-month,1,Yes,0,No,,None,None,1,Yes,0,No,0,No,0,No,0,No,0,No,0,No,1,Yes,1,Yes,10,Electronic Check,70,70.02963,114.97,114.9658,5974.9,5974.900569,3,3,3,4,4,3,3,2
7398,56,VA,1289,Pulaski,135,2,Suburban,90,America/New_York,0,74,1,Boomers,59234.25,0,Divorced,1,Male,No,7,6.978157,11,2,1,1,Yes,0,Month-to-month,0,No,0,No,,Fiber Optic,Fiber Optic,1,Yes,0,No,0,No,0,No,0,No,0,No,1,Yes,0,No,1,Yes,10,Electronic Check,46.6,46.63035,137.44,137.4392,3980.6,3980.552637,3,3,1,4,4,1,4,3
